SECURITY_DES,BB_COMPOSITE,PX_LAST,CPN,LONG_COMP_NAME,MATURITY,CRNCY,CV_PCT_PREMIUM,DELTA,YIELD(YIELD_TYPE=YTM),CNTRY_OF_RISK,AMT_OUTSTANDING,CONVERTIBLE,SRCH_ASSET_CLASS,ID,ID_ISIN,SECURITY_TYP,"CLASSIFICATION_NAME(BICS,2)",PAYMENT_RANK,YIELD(YIELD_TYPE=YTW),CV_COMMON_TICKER_EXCH,CV_CNVS_PX,CV_CNVS_RATIO,PARITY,AMT_OUTSTANDING_USD,DATA_SOURCE,CAST_PARENT_EQUITY_TICKER
Bond_474,B,98.38,2.79,Issuer_B,2026-09-04,GBP,,,4.31,DE,258899999.99999997,N,Corporates,XS0000004746 Corp,XS0000004746,Bond,Real Estate,1st lien,3.649,,,,,336570000.0,SYNTHETIC DEMO - not market data,DEMO474 US Equity
Bond_475,BB,91.06,0.56,Issuer_B,2035-08-16,EUR,15.98,0.92,0.27,GB,178280000.0,Y,Corporates,XS0000004753 Corp,XS0000004753,Convertible,Regional & Local,2nd lien,-0.349,DEMO475 US Equity,35.4249,28.22873176776787,78.51353681669254,196108000.00000003,SYNTHETIC DEMO - not market data,DEMO475 US Equity
Bond_476,BB,96.69,4.03,Issuer_D,2025-02-24,USD,,,4.62,DE,121120000.0,N,Governments,XS0000004761 Corp,XS0000004761,Bond,Renewable Energy,1.5 Lien,3.88,,,,,121120000.0,SYNTHETIC DEMO - not market data,DEMO476 US Equity
Bond_477,D,100.3,0.35,Issuer_B,2032-10-19,GBP,41.91,0.75,4.49,DE,400540000.0,Y,Corporates,XS0000004779 Corp,XS0000004779,Convertible,Retail & Wholesale - Staples,Jr Subordinated,4.383,DEMO477 US Equity,77.0021,12.986658805409203,70.6785991121133,520702000.0,SYNTHETIC DEMO - not market data,DEMO477 US Equity
Bond_478,BBB,91.96,3.69,Issuer_B,2031-04-03,JPY,,,2.93,US,450720000.0,N,Corporates,XS0000004787 Corp,XS0000004787,Bond,Retail & Whsle - Discretionary,Secured,2.481,,,,,3155040.0,SYNTHETIC DEMO - not market data,DEMO478 US Equity
Bond_479,BBB,108.56,2.27,Issuer_D,2030-03-15,EUR,63.2,0.98,1.01,DE,64440000.0,Y,Corporates,XS0000004795 Corp,XS0000004795,Convertible,Software & Tech Services,Sr Unsecured,0.602,DEMO479 US Equity,119.8532,8.343540264256607,66.51960784313725,70884000.0,SYNTHETIC DEMO - not market data,DEMO479 US Equity
Bond_480,BB,92.73,4.26,Issuer_D,2031-03-25,GBP,21.99,0.3,0.78,DE,310150000.0,Y,Corporates,XS0000004803 Corp,XS0000004803,Convertible,Supranationals,Unsecured,0.392,DEMO480 US Equity,72.5325,13.78692310343639,76.01442741208297,403195000.0,SYNTHETIC DEMO - not market data,DEMO480 US Equity
Bond_481,AA,98.23,2.61,Issuer_B,2034-08-27,JPY,27.92,0.73,3.68,DE,161520000.0,Y,Corporates,XS0000004811 Corp,XS0000004811,Convertible,Tech Hardware & Semiconductors,Asset Backed,3.541,DEMO481 US Equity,88.5318,11.295376350644627,76.7901813633521,1130640.0,SYNTHETIC DEMO - not market data,DEMO481 US Equity
Bond_482,BBB,107.84,2.96,Issuer_B,2034-01-14,USD,,,0.2,JP,380060000.0,N,Corporates,XS0000004829 Corp,XS0000004829,Bond,Telecommunications,Sr Non Preferred,0.123,,,,,380060000.0,SYNTHETIC DEMO - not market data,DEMO482 US Equity
Bond_483,CCC,100.62,2.4,Issuer_A,2032-08-08,USD,55.85,0.01,3.66,DE,109720000.0,Y,Corporates,XS0000004837 Corp,XS0000004837,Convertible,Utilities,Sr Preferred,3.413,DEMO483 US Equity,65.306,15.312528710991334,64.56207892204043,109720000.0,SYNTHETIC DEMO - not market data,DEMO483 US Equity
Bond_484,BBB,102.95,0.45,Issuer_D,2035-05-06,JPY,,,4.29,US,489390000.0,N,Corporates,XS0000004845 Corp,XS0000004845,Bond,Banking,Sr Subordinated,3.958,,,,,3425730.0,SYNTHETIC DEMO - not market data,DEMO484 US Equity
Bond_485,A,107.48,2.03,Issuer_C,2035-08-23,USD,,,4.3,US,223200000.0,N,Corporates,XS0000004852 Corp,XS0000004852,Bond,Consumer Discretionary Products,1st lien,3.68,,,,,223200000.0,SYNTHETIC DEMO - not market data,DEMO485 US Equity
Bond_486,NR,90.65,2.13,Issuer_C,2034-09-19,EUR,,,3.94,US,329200000.0,N,Governments,XS0000004860 Corp,XS0000004860,Bond,Consumer Discretionary Services,2nd lien,3.136,,,,,362120000.0,SYNTHETIC DEMO - not market data,DEMO486 US Equity
Bond_487,AAA,100.29,4.55,Issuer_C,2025-02-13,GBP,,,2.33,US,214510000.0,N,Corporates,XS0000004878 Corp,XS0000004878,Bond,Consumer Staple Products,1.5 Lien,2.0,,,,,278863000.0,SYNTHETIC DEMO - not market data,DEMO487 US Equity
Bond_488,NR,104.1,2.8,Issuer_B,2027-06-08,USD,64.9,0.74,3.76,DE,388930000.0,Y,Corporates,XS0000004886 Corp,XS0000004886,Convertible,Financial Services,Jr Subordinated,2.945,DEMO488 US Equity,80.2525,12.460671007133735,63.12916919345057,388930000.0,SYNTHETIC DEMO - not market data,DEMO488 US Equity
Bond_489,B,97.05,1.34,Issuer_D,2029-01-03,GBP,34.52,0.49,2.63,US,261570000.0,Y,Corporates,XS0000004894 Corp,XS0000004894,Convertible,Health Care,Secured,1.665,DEMO489 US Equity,76.553,13.062845348973914,72.14540588760036,340041000.0,SYNTHETIC DEMO - not market data,DEMO489 US Equity
Bond_490,D,102.42,4.0,Issuer_A,2028-08-03,USD,,,1.95,DE,179770000.0,N,Corporates,XS0000004902 Corp,XS0000004902,Bond,Industrial Products,Sr Unsecured,1.574,,,,,179770000.0,SYNTHETIC DEMO - not market data,DEMO490 US Equity
Bond_491,AA,93.3,0.56,Issuer_B,2032-03-28,EUR,52.07,0.63,1.47,DE,263260000.0,Y,Corporates,XS0000004910 Corp,XS0000004910,Convertible,Industrial Services,Unsecured,1.077,DEMO491 US Equity,166.969,5.989135707826004,61.35332412704675,289586000.0,SYNTHETIC DEMO - not market data,DEMO491 US Equity
Bond_492,D,104.75,0.11,Issuer_B,2026-01-28,EUR,,,4.17,GB,235260000.0,N,Corporates,XS0000004928 Corp,XS0000004928,Bond,Insurance,Asset Backed,3.217,,,,,258786000.00000003,SYNTHETIC DEMO - not market data,DEMO492 US Equity
Bond_493,B,99.72,3.33,Issuer_D,2032-05-19,EUR,,,4.49,GB,127280000.0,N,Corporates,XS0000004936 Corp,XS0000004936,Bond,Materials,Sr Non Preferred,4.028,,,,,140008000.0,SYNTHETIC DEMO - not market data,DEMO493 US Equity
Bond_494,BBB,99.68,4.85,Issuer_A,2027-06-10,JPY,,,4.78,DE,370320000.0,N,Corporates,XS0000004944 Corp,XS0000004944,Bond,Media,Sr Preferred,4.072,,,,,2592240.0,SYNTHETIC DEMO - not market data,DEMO494 US Equity
Bond_495,A,109.46,4.2,Issuer_B,2027-04-04,USD,,,4.97,DE,248400000.0,N,Corporates,XS0000004951 Corp,XS0000004951,Bond,National,Sr Subordinated,4.532,,,,,248400000.0,SYNTHETIC DEMO - not market data,DEMO495 US Equity
Bond_496,A,94.1,3.54,Issuer_C,2030-03-12,JPY,,,2.7,DE,290140000.0,N,Governments,XS0000004969 Corp,XS0000004969,Bond,Oil & Gas,1st lien,2.409,,,,,2030980.0,SYNTHETIC DEMO - not market data,DEMO496 US Equity
Bond_497,AAA,98.09,2.5,Issuer_B,2032-06-05,USD,97.02,0.55,2.54,GB,263260000.0,Y,Corporates,XS0000004977 Corp,XS0000004977,Convertible,Real Estate,2nd lien,1.721,DEMO497 US Equity,144.7104,6.910353367829818,49.786823672723585,263260000.0,SYNTHETIC DEMO - not market data,DEMO497 US Equity
Bond_498,A,105.99,3.64,Issuer_D,2030-12-04,JPY,,,4.5,DE,355100000.0,N,Corporates,XS0000004985 Corp,XS0000004985,Bond,Regional & Local,1.5 Lien,3.785,,,,,2485700.0,SYNTHETIC DEMO - not market data,DEMO498 US Equity
Bond_499,BB,90.5,3.09,Issuer_B,2032-06-03,GBP,5.5,0.64,2.92,DE,401580000.0,Y,Corporates,XS0000004993 Corp,XS0000004993,Convertible,Renewable Energy,Jr Subordinated,2.846,DEMO499 US Equity,162.0338,6.171551861401756,85.78199052132702,522054000.0,SYNTHETIC DEMO - not market data,DEMO499 US Equity
Bond_500,BBB,90.45,2.69,Issuer_D,2035-11-03,JPY,,,0.97,GB,321430000.0,N,Corporates,XS0000005008 Corp,XS0000005008,Bond,Retail & Wholesale - Staples,Secured,0.426,,,,,2250010.0,SYNTHETIC DEMO - not market data,DEMO500 US Equity
Bond_501,B,97.95,3.58,Issuer_D,2030-07-12,USD,28.47,0.35,4.89,US,147060000.0,Y,Corporates,XS0000005016 Corp,XS0000005016,Convertible,Retail & Whsle - Discretionary,Sr Unsecured,4.53,DEMO501 US Equity,162.3298,6.160298355569957,76.24348096831946,147060000.0,SYNTHETIC DEMO - not market data,DEMO501 US Equity
Bond_502,CCC,106.07,1.44,Issuer_D,2031-03-27,USD,,,0.72,GB,263579999.99999997,N,Corporates,XS0000005024 Corp,XS0000005024,Bond,Software & Tech Services,Unsecured,0.365,,,,,263579999.99999997,SYNTHETIC DEMO - not market data,DEMO502 US Equity
Bond_503,AA,108.66,2.95,Issuer_D,2026-01-14,GBP,,,2.07,JP,369610000.0,N,Corporates,XS0000005032 Corp,XS0000005032,Bond,Supranationals,Asset Backed,1.423,,,,,480493000.0,SYNTHETIC DEMO - not market data,DEMO503 US Equity
Bond_504,BBB,93.72,1.91,Issuer_D,2025-05-27,GBP,49.41,0.74,1.12,US,119310000.0,Y,Corporates,XS0000005040 Corp,XS0000005040,Convertible,Tech Hardware & Semiconductors,Sr Non Preferred,0.136,DEMO504 US Equity,27.9734,35.74824654850679,62.726725118800616,155103000.0,SYNTHETIC DEMO - not market data,DEMO504 US Equity
Bond_505,D,92.48,3.33,Issuer_C,2031-03-16,EUR,,,0.14,GB,271870000.0,N,Corporates,XS0000005057 Corp,XS0000005057,Bond,Telecommunications,Sr Preferred,-0.119,,,,,299057000.0,SYNTHETIC DEMO - not market data,DEMO505 US Equity
Bond_506,B,101.62,2.83,Issuer_C,2035-11-16,USD,37.32,0.73,0.09,GB,123280000.0,Y,Corporates,XS0000005065 Corp,XS0000005065,Convertible,Utilities,Sr Subordinated,-0.429,DEMO506 US Equity,111.9217,8.934817823531986,74.00233032333237,123280000.0,SYNTHETIC DEMO - not market data,DEMO506 US Equity
Bond_507,A,96.39,4.39,Issuer_B,2030-03-02,GBP,36.12,0.64,4.78,US,180440000.0,Y,Corporates,XS0000005073 Corp,XS0000005073,Convertible,Banking,1st lien,4.435,DEMO507 US Equity,110.0838,9.08398874312115,70.81251836614751,234572000.0,SYNTHETIC DEMO - not market data,DEMO507 US Equity
Bond_508,NR,93.88,3.14,Issuer_A,2034-03-18,GBP,87.24,0.83,3.42,GB,172160000.0,Y,Corporates,XS0000005081 Corp,XS0000005081,Convertible,Consumer Discretionary Products,2nd lien,3.108,DEMO508 US Equity,45.5015,21.977297451732362,50.13885921811579,223808000.0,SYNTHETIC DEMO - not market data,DEMO508 US Equity
Bond_509,AA,100.69,1.76,Issuer_B,2025-03-17,GBP,,,1.87,JP,235400000.0,N,Corporates,XS0000005099 Corp,XS0000005099,Bond,Consumer Discretionary Services,1.5 Lien,1.551,,,,,306020000.0,SYNTHETIC DEMO - not market data,DEMO509 US Equity
Bond_510,AA,94.36,2.52,Issuer_B,2033-10-23,USD,41.73,0.92,0.58,DE,465530000.0,Y,Corporates,XS0000005107 Corp,XS0000005107,Convertible,Consumer Staple Products,Jr Subordinated,-0.23,DEMO510 US Equity,74.0475,13.504844863094636,66.57729485641713,465530000.0,SYNTHETIC DEMO - not market data,DEMO510 US Equity
Bond_511,B,96.23,1.81,Issuer_D,2034-09-25,GBP,,,0.86,GB,62940000.0,N,Governments,XS0000005115 Corp,XS0000005115,Bond,Financial Services,Secured,0.616,,,,,81822000.0,SYNTHETIC DEMO - not market data,DEMO511 US Equity
Bond_512,BBB,92.57,3.47,Issuer_B,2029-03-07,EUR,98.11,0.42,3.82,US,84980000.0,Y,Corporates,XS0000005123 Corp,XS0000005123,Convertible,Health Care,Sr Unsecured,3.66,DEMO512 US Equity,51.4016,19.45464732615327,46.7265660491646,93478000.00000001,SYNTHETIC DEMO - not market data,DEMO512 US Equity
Bond_513,CCC,90.85,0.54,Issuer_A,2032-02-09,USD,,,0.33,US,389550000.0,N,Corporates,XS0000005131 Corp,XS0000005131,Bond,Industrial Products,Unsecured,-0.102,,,,,389550000.0,SYNTHETIC DEMO - not market data,DEMO513 US Equity
Bond_514,BBB,101.75,1.0,Issuer_C,2025-02-05,GBP,94.88,0.35,0.8,DE,277210000.0,Y,Corporates,XS0000005149 Corp,XS0000005149,Convertible,Industrial Services,Asset Backed,0.186,DEMO514 US Equity,25.2546,39.596746731288555,52.21161740558293,360373000.0,SYNTHETIC DEMO - not market data,DEMO514 US Equity
Bond_515,AA,106.39,3.82,Issuer_B,2028-05-06,USD,97.36,0.1,1.07,JP,214910000.0,Y,Corporates,XS0000005156 Corp,XS0000005156,Convertible,Insurance,Sr Non Preferred,1.007,DEMO515 US Equity,165.5714,6.039690429627338,53.90656668017835,214910000.0,SYNTHETIC DEMO - not market data,DEMO515 US Equity
Bond_516,D,103.47,0.54,Issuer_C,2031-07-07,EUR,40.76,0.76,1.57,JP,99640000.0,Y,Corporates,XS0000005164 Corp,XS0000005164,Convertible,Materials,Sr Preferred,1.042,DEMO516 US Equity,175.2746,5.705333231398047,73.50809889173061,109604000.00000001,SYNTHETIC DEMO - not market data,DEMO516 US Equity
Bond_517,D,105.25,3.52,Issuer_A,2026-06-16,USD,38.48,0.46,3.68,JP,151640000.0,Y,Corporates,XS0000005172 Corp,XS0000005172,Convertible,Media,Sr Subordinated,2.866,DEMO517 US Equity,131.1253,7.626293324019087,76.00375505488157,151640000.0,SYNTHETIC DEMO - not market data,DEMO517 US Equity
Bond_518,BB,109.7,2.14,Issuer_A,2032-11-12,EUR,,,0.06,JP,352440000.0,N,Corporates,XS0000005180 Corp,XS0000005180,Bond,National,1st lien,-0.245,,,,,387684000.00000006,SYNTHETIC DEMO - not market data,DEMO518 US Equity
Bond_519,D,100.45,3.38,Issuer_A,2027-07-13,USD,,,3.71,DE,79120000.0,N,Corporates,XS0000005198 Corp,XS0000005198,Bond,Oil & Gas,2nd lien,3.527,,,,,79120000.0,SYNTHETIC DEMO - not market data,DEMO519 US Equity
Bond_520,B,94.01,4.22,Issuer_D,2026-04-27,JPY,72.52,0.28,3.57,GB,390340000.0,Y,Corporates,XS0000005206 Corp,XS0000005206,Convertible,Real Estate,1.5 Lien,3.059,DEMO520 US Equity,144.8186,6.905190355382526,54.49223278460468,2732380.0,SYNTHETIC DEMO - not market data,DEMO520 US Equity
Bond_521,B,99.52,3.02,Issuer_D,2032-09-09,EUR,,,3.84,US,104990000.0,N,Governments,XS0000005214 Corp,XS0000005214,Bond,Regional & Local,Jr Subordinated,3.195,,,,,115489000.00000001,SYNTHETIC DEMO - not market data,DEMO521 US Equity
Bond_522,D,94.62,4.71,Issuer_A,2026-12-02,USD,,,2.49,US,487430000.0,N,Corporates,XS0000005222 Corp,XS0000005222,Bond,Renewable Energy,Secured,1.49,,,,,487430000.0,SYNTHETIC DEMO - not market data,DEMO522 US Equity
Bond_523,B,93.05,3.11,Issuer_A,2026-11-25,JPY,,,3.96,DE,182100000.0,N,Corporates,XS0000005230 Corp,XS0000005230,Bond,Retail & Wholesale - Staples,Sr Unsecured,3.405,,,,,1274700.0,SYNTHETIC DEMO - not market data,DEMO523 US Equity
Bond_524,D,100.1,2.71,Issuer_A,2025-07-04,JPY,,,2.25,JP,249150000.0,N,Corporates,XS0000005248 Corp,XS0000005248,Bond,Retail & Whsle - Discretionary,Unsecured,1.76,,,,,1744050.0,SYNTHETIC DEMO - not market data,DEMO524 US Equity
Bond_525,AAA,93.54,3.3,Issuer_C,2027-08-14,EUR,31.25,0.39,3.82,JP,347040000.0,Y,Corporates,XS0000005255 Corp,XS0000005255,Convertible,Software & Tech Services,Asset Backed,3.505,DEMO525 US Equity,45.2534,22.097787127597044,71.26857142857143,381744000.00000006,SYNTHETIC DEMO - not market data,DEMO525 US Equity
Bond_526,D,101.25,0.78,Issuer_A,2031-05-16,JPY,,,3.08,GB,394910000.0,N,Governments,XS0000005263 Corp,XS0000005263,Bond,Supranationals,Sr Non Preferred,2.116,,,,,2764370.0,SYNTHETIC DEMO - not market data,DEMO526 US Equity
Bond_527,B,91.23,2.95,Issuer_B,2030-06-26,USD,,,3.83,GB,221260000.0,N,Corporates,XS0000005271 Corp,XS0000005271,Bond,Tech Hardware & Semiconductors,Sr Preferred,3.325,,,,,221260000.0,SYNTHETIC DEMO - not market data,DEMO527 US Equity
Bond_528,B,109.84,2.06,Issuer_A,2035-04-08,EUR,,,3.24,US,459680000.0,N,Corporates,XS0000005289 Corp,XS0000005289,Bond,Telecommunications,Sr Subordinated,2.745,,,,,505648000.00000006,SYNTHETIC DEMO - not market data,DEMO528 US Equity
Bond_529,BB,92.29,0.85,Issuer_C,2025-08-22,JPY,56.8,0.9,1.33,JP,314600000.0,Y,Corporates,XS0000005297 Corp,XS0000005297,Convertible,Utilities,1st lien,0.914,DEMO529 US Equity,143.2454,6.981026964914755,58.85841836734694,2202200.0,SYNTHETIC DEMO - not market data,DEMO529 US Equity
Bond_530,CCC,101.41,1.61,Issuer_A,2032-02-23,EUR,,,1.68,GB,124980000.0,N,Corporates,XS0000005305 Corp,XS0000005305,Bond,Banking,2nd lien,1.405,,,,,137478000.0,SYNTHETIC DEMO - not market data,DEMO530 US Equity
Bond_531,B,109.39,1.01,Issuer_A,2033-04-10,GBP,,,0.24,JP,412070000.0,N,Governments,XS0000005313 Corp,XS0000005313,Bond,Consumer Discretionary Products,1.5 Lien,-0.298,,,,,535691000.0,SYNTHETIC DEMO - not market data,DEMO531 US Equity
Bond_532,AA,101.84,1.37,Issuer_D,2031-04-12,USD,65.15,0.3,4.02,JP,348560000.0,Y,Corporates,XS0000005321 Corp,XS0000005321,Convertible,Consumer Discretionary Services,Jr Subordinated,3.563,DEMO532 US Equity,50.2776,19.889573090203193,61.66515289131093,348560000.0,SYNTHETIC DEMO - not market data,DEMO532 US Equity
Bond_533,BBB,98.29,1.26,Issuer_D,2035-09-06,USD,,,3.14,DE,309580000.0,N,Corporates,XS0000005339 Corp,XS0000005339,Bond,Consumer Staple Products,Secured,2.317,,,,,309580000.0,SYNTHETIC DEMO - not market data,DEMO533 US Equity
Bond_534,D,95.36,3.19,Issuer_D,2034-12-21,USD,52.23,0.36,0.74,DE,385900000.0,Y,Corporates,XS0000005347 Corp,XS0000005347,Convertible,Financial Services,Sr Unsecured,-0.083,DEMO534 US Equity,86.0351,11.623163104360895,62.64205478552191,385900000.0,SYNTHETIC DEMO - not market data,DEMO534 US Equity
Bond_535,CCC,98.21,4.3,Issuer_A,2035-04-28,JPY,,,1.33,GB,340720000.0,N,Corporates,XS0000005354 Corp,XS0000005354,Bond,Health Care,Unsecured,0.579,,,,,2385040.0,SYNTHETIC DEMO - not market data,DEMO535 US Equity
Bond_536,BBB,98.12,0.57,Issuer_B,2025-04-26,GBP,,,2.32,JP,239910000.0,N,Governments,XS0000005362 Corp,XS0000005362,Bond,Industrial Products,Asset Backed,2.022,,,,,311883000.0,SYNTHETIC DEMO - not market data,DEMO536 US Equity
Bond_537,BBB,93.19,0.68,Issuer_C,2029-11-18,EUR,64.43,0.04,3.61,US,74900000.0,Y,Corporates,XS0000005370 Corp,XS0000005370,Convertible,Industrial Services,Sr Non Preferred,3.16,DEMO537 US Equity,199.8763,5.003094413894995,56.674572766526786,82390000.0,SYNTHETIC DEMO - not market data,DEMO537 US Equity
Bond_538,B,102.03,4.34,Issuer_D,2030-11-22,USD,39.69,0.84,4.21,DE,100370000.0,Y,Corporates,XS0000005388 Corp,XS0000005388,Convertible,Insurance,Sr Preferred,3.622,DEMO538 US Equity,165.9265,6.026764862755497,73.04030352924332,100370000.0,SYNTHETIC DEMO - not market data,DEMO538 US Equity
Bond_539,NR,103.28,2.9,Issuer_C,2032-02-08,USD,77.32,0.31,4.16,JP,412630000.0,Y,Corporates,XS0000005396 Corp,XS0000005396,Convertible,Materials,Sr Subordinated,4.101,DEMO539 US Equity,57.2497,17.467340440211913,58.244980825625994,412630000.0,SYNTHETIC DEMO - not market data,DEMO539 US Equity
Bond_540,CCC,94.36,0.53,Issuer_B,2029-08-14,GBP,86.29,0.06,2.67,US,192420000.0,Y,Corporates,XS0000005404 Corp,XS0000005404,Convertible,Media,1st lien,1.812,DEMO540 US Equity,68.1218,14.679588619208538,50.65220892157389,250146000.0,SYNTHETIC DEMO - not market data,DEMO540 US Equity
Bond_541,D,103.65,4.82,Issuer_B,2030-08-23,GBP,,,4.11,US,340430000.0,N,Governments,XS0000005412 Corp,XS0000005412,Bond,National,2nd lien,3.118,,,,,442559000.0,SYNTHETIC DEMO - not market data,DEMO541 US Equity
Bond_542,AAA,103.81,3.94,Issuer_B,2029-09-13,GBP,63.89,0.7,4.52,US,290710000.0,Y,Corporates,XS0000005420 Corp,XS0000005420,Convertible,Oil & Gas,1.5 Lien,4.393,DEMO542 US Equity,176.0686,5.679604426910874,63.34126548294588,377923000.0,SYNTHETIC DEMO - not market data,DEMO542 US Equity
Bond_543,D,97.77,4.55,Issuer_D,2029-05-03,EUR,29.74,0.86,0.8,JP,334110000.0,Y,Corporates,XS0000005438 Corp,XS0000005438,Convertible,Real Estate,Jr Subordinated,0.223,DEMO543 US Equity,108.1026,9.250471311513323,75.35840912594419,367521000.0,SYNTHETIC DEMO - not market data,DEMO543 US Equity
Bond_544,AAA,95.48,0.4,Issuer_D,2032-12-14,GBP,,,3.59,US,420980000.0,N,Corporates,XS0000005446 Corp,XS0000005446,Bond,Regional & Local,Secured,3.074,,,,,547274000.0,SYNTHETIC DEMO - not market data,DEMO544 US Equity
Bond_545,NR,91.33,2.1,Issuer_C,2032-12-01,USD,,,3.21,DE,333570000.0,N,Corporates,XS0000005453 Corp,XS0000005453,Bond,Renewable Energy,Sr Unsecured,2.932,,,,,333570000.0,SYNTHETIC DEMO - not market data,DEMO545 US Equity
Bond_546,AAA,98.01,3.14,Issuer_C,2034-02-04,EUR,24.96,0.71,3.84,DE,431130000.0,Y,Corporates,XS0000005461 Corp,XS0000005461,Convertible,Retail & Wholesale - Staples,Unsecured,3.471,DEMO546 US Equity,188.5405,5.303900223029004,78.4330985915493,474243000.00000006,SYNTHETIC DEMO - not market data,DEMO546 US Equity
Bond_547,B,99.03,4.37,Issuer_B,2029-03-22,GBP,,,4.0,DE,87980000.0,N,Corporates,XS0000005479 Corp,XS0000005479,Bond,Retail & Whsle - Discretionary,Asset Backed,3.542,,,,,114374000.0,SYNTHETIC DEMO - not market data,DEMO547 US Equity
Bond_548,A,97.87,1.89,Issuer_B,2025-01-18,EUR,,,4.53,JP,139220000.0,N,Corporates,XS0000005487 Corp,XS0000005487,Bond,Software & Tech Services,Sr Non Preferred,3.866,,,,,153142000.0,SYNTHETIC DEMO - not market data,DEMO548 US Equity
Bond_549,AAA,98.02,2.14,Issuer_C,2027-02-12,EUR,94.72,0.12,3.59,JP,398010000.0,Y,Corporates,XS0000005495 Corp,XS0000005495,Convertible,Supranationals,Sr Preferred,3.527,DEMO549 US Equity,84.4801,11.83710720039394,50.33894823336072,437811000.00000006,SYNTHETIC DEMO - not market data,DEMO549 US Equity
Bond_550,D,92.37,3.57,Issuer_B,2029-05-24,JPY,,,1.91,JP,435350000.0,N,Corporates,XS0000005503 Corp,XS0000005503,Bond,Tech Hardware & Semiconductors,Sr Subordinated,1.572,,,,,3047450.0,SYNTHETIC DEMO - not market data,DEMO550 US Equity
Bond_551,BB,104.53,0.95,Issuer_B,2031-03-01,GBP,97.61,0.24,2.25,DE,216340000.0,Y,Corporates,XS0000005511 Corp,XS0000005511,Convertible,Telecommunications,1st lien,1.684,DEMO551 US Equity,124.0281,8.062689019665704,52.89712059106321,281242000.0,SYNTHETIC DEMO - not market data,DEMO551 US Equity
Bond_552,AA,90.21,0.67,Issuer_C,2031-11-07,JPY,,,3.54,GB,82880000.0,N,Corporates,XS0000005529 Corp,XS0000005529,Bond,Utilities,2nd lien,3.08,,,,,580160.0,SYNTHETIC DEMO - not market data,DEMO552 US Equity
Bond_553,AAA,96.66,1.17,Issuer_C,2034-11-26,USD,0.54,0.5,1.9,JP,352070000.0,Y,Corporates,XS0000005537 Corp,XS0000005537,Convertible,Banking,1.5 Lien,1.042,DEMO553 US Equity,42.3627,23.60567197086116,96.14083946687884,352070000.0,SYNTHETIC DEMO - not market data,DEMO553 US Equity
Bond_554,NR,90.82,0.9,Issuer_B,2033-08-11,JPY,13.19,0.32,2.65,DE,167180000.0,Y,Corporates,XS0000005545 Corp,XS0000005545,Convertible,Consumer Discretionary Products,Jr Subordinated,2.491,DEMO554 US Equity,136.9995,7.299296712761725,80.2367700326884,1170260.0,SYNTHETIC DEMO - not market data,DEMO554 US Equity
Bond_555,AAA,109.57,2.5,Issuer_C,2030-07-10,GBP,,,3.06,GB,282640000.0,N,Corporates,XS0000005552 Corp,XS0000005552,Bond,Consumer Discretionary Services,Secured,2.894,,,,,367432000.0,SYNTHETIC DEMO - not market data,DEMO555 US Equity
Bond_556,A,96.31,4.97,Issuer_B,2033-11-21,JPY,,,0.27,DE,74560000.0,N,Governments,XS0000005560 Corp,XS0000005560,Bond,Consumer Staple Products,Sr Unsecured,-0.126,,,,,521920.0,SYNTHETIC DEMO - not market data,DEMO556 US Equity
Bond_557,AAA,99.4,0.82,Issuer_D,2031-02-16,USD,44.15,0.99,2.8,JP,271840000.0,Y,Corporates,XS0000005578 Corp,XS0000005578,Convertible,Financial Services,Unsecured,2.101,DEMO557 US Equity,74.9917,13.334809052201779,68.9559486645855,271840000.0,SYNTHETIC DEMO - not market data,DEMO557 US Equity
Bond_558,AA,96.99,1.02,Issuer_C,2027-03-24,GBP,56.32,0.66,1.06,US,286710000.0,Y,Corporates,XS0000005586 Corp,XS0000005586,Convertible,Health Care,Asset Backed,0.38,DEMO558 US Equity,60.7144,16.47055723189227,62.04580348004093,372723000.0,SYNTHETIC DEMO - not market data,DEMO558 US Equity
Bond_559,CCC,108.41,1.23,Issuer_D,2035-02-11,USD,28.43,0.98,0.61,GB,315650000.0,Y,Corporates,XS0000005594 Corp,XS0000005594,Convertible,Industrial Products,Sr Non Preferred,0.227,DEMO559 US Equity,32.7491,30.535190280038233,84.41174180487425,315650000.0,SYNTHETIC DEMO - not market data,DEMO559 US Equity
Bond_560,B,93.08,0.41,Issuer_D,2032-11-09,USD,32.94,0.04,3.11,JP,196210000.0,Y,Corporates,XS0000005602 Corp,XS0000005602,Convertible,Industrial Services,Sr Preferred,2.977,DEMO560 US Equity,155.5684,6.428040656071541,70.0165488190161,196210000.0,SYNTHETIC DEMO - not market data,DEMO560 US Equity
Bond_561,BBB,107.27,4.01,Issuer_C,2030-01-24,USD,54.72,0.6,0.46,GB,130100000.0,Y,Corporates,XS0000005610 Corp,XS0000005610,Convertible,Insurance,Sr Subordinated,-0.168,DEMO561 US Equity,150.0378,6.6649870899200065,69.33169596690796,130100000.0,SYNTHETIC DEMO - not market data,DEMO561 US Equity
Bond_562,AA,90.41,1.04,Issuer_D,2031-05-21,EUR,,,0.6,JP,410500000.0,N,Corporates,XS0000005628 Corp,XS0000005628,Bond,Materials,1st lien,-0.152,,,,,451550000.00000006,SYNTHETIC DEMO - not market data,DEMO562 US Equity
